model,rmse,mae,r2,nrmse_range,mape
XGBoost_OOF,252.07801216835634,12.96619701385498,0.7454013824462891,0.01617445802372588,55.627453327178955
LSTM_Only,543.0643090371526,33.623416900634766,-0.0035686492919921875,0.04187496756985803,211.78114414215088
Hybrid_Stack,251.93613557060448,16.275941848754883,0.7456879615783691,0.01616535458366323,557.8375339508057
