fold,train_upto,val_year,rmse,mae,r2,nrmse_range,nrmse_mean,time_s
1,1999,2000,241.48305022914582,11.699031928126729,0.8006826050401892,0.013415725012730324,6.3254142412549115,27.876442193984985
2,2000,2001,193.69094477470915,6.830073930621193,0.8874316273289276,0.007372851188886629,4.970185444500164,35.61025047302246
3,2001,2002,95.99829947727908,6.013540721608816,0.9627357108355097,0.006651369507178352,3.0096057310189885,45.56797480583191
4,2002,2003,111.01507972003661,4.650283791040169,0.9509163628042135,0.0065664925402274974,3.5214826023227945,62.07364797592163
5,2003,2004,254.20568734170828,10.06725439834026,0.8459199264263821,0.00897170494825017,5.944322007826095,71.10765290260315
