fold,train_upto,val_year,rmse,mae,r2,nrmse_range,nrmse_mean,time_s
1,1999,2000,5941763.795876071,141799.6711995545,0.8695144822624611,0.006580026352022227,10.22382592828391,25.749818086624146
2,2000,2001,2084985.2467160488,60132.45899150816,0.9829555933642927,0.0023295924544313395,3.7124850667341693,43.47356653213501
3,2001,2002,2300729.940325022,79689.60702398277,0.9766943278443606,0.0025909120949606105,4.91886072080873,44.73257637023926
4,2002,2003,1386368.9758333117,44110.986689012934,0.9917642246248537,0.0015438407303266276,2.9513325555821224,53.07569670677185
5,2003,2004,2598908.0159516865,87040.80613144538,0.9773453194282463,0.0028876755732796518,4.389888676622347,65.78959393501282
